seed,seat,normal_top,hard_top,agree,hard_scanned,hard_elapsed_ms
1060, North, 8C, 8C, true, 0, 0
1061, North, 2C, 2C, true, 0, 0
1062, North, 3C, 3C, true, 0, 0
1063, North, 3C, 3C, true, 0, 0
1064, North, 2C, 2C, true, 0, 0
1065, North, 3C, 3C, true, 0, 0
1066, North, 3C, 3C, true, 0, 0
1067, North, 2C, 2C, true, 0, 0
1068, North, JS, JS, true, 0, 0
1069, North, 7C, 7C, true, 0, 0
1070, North, 2C, 2C, true, 0, 0
1071, North, 9C, 9C, true, 0, 0
1072, North, 6C, 6C, true, 0, 0
1073, North, 10C, 10C, true, 0, 0
1074, North, 2C, 2C, true, 0, 0
1075, North, 3C, 3C, true, 0, 0
1076, North, 2C, 2C, true, 0, 0
1077, North, 2C, 2C, true, 0, 0
1078, North, 4C, 4C, true, 0, 0
1079, North, JC, JC, true, 0, 0
1080, North, 3C, 3C, true, 0, 0
1081, North, 5C, 5C, true, 0, 0
1082, North, 4C, 4C, true, 0, 0
1083, North, 4C, 4C, true, 0, 0
1084, North, 3C, 3C, true, 0, 0
1085, North, 9C, 9C, true, 0, 0
1086, North, 3C, 3C, true, 0, 0
1087, North, KS, KS, true, 0, 0
1088, North, 2C, 2C, true, 0, 0
1089, North, 3C, 3C, true, 0, 0
1090, North, 3C, 3C, true, 0, 0
1091, North, 5C, 5C, true, 0, 0
1092, North, 5C, 5C, true, 0, 0
1093, North, 7C, 7C, true, 0, 0
1094, North, 2C, 2C, true, 0, 0
1095, North, 4C, 4C, true, 0, 0
1096, North, 2C, 2C, true, 0, 0
1097, North, 2C, 2C, true, 0, 0
1098, North, 2C, 2C, true, 0, 0
1099, North, 10C, 10C, true, 0, 0
1100, North, 2C, 2C, true, 0, 0
1101, North, 2C, 2C, true, 0, 0
1102, North, 5C, 5C, true, 0, 0
1103, North, 2C, 2C, true, 0, 0
1104, North, 3C, 3C, true, 0, 0
1105, North, 3C, 3C, true, 0, 0
1106, North, 5C, 5C, true, 0, 0
1107, North, 6C, 6C, true, 0, 0
1108, North, 4C, 4C, true, 0, 0
1109, North, 2C, 2C, true, 0, 0
1110, North, 2C, 2C, true, 0, 0
1111, North, 2C, 2C, true, 0, 0
1112, North, 6C, 6C, true, 0, 0
1113, North, 2C, 2C, true, 0, 0
1114, North, 4C, 4C, true, 0, 0
1115, North, 2C, 2C, true, 0, 0
1116, North, 4C, 4C, true, 0, 0
1117, North, 3C, 3C, true, 0, 0
1118, North, 2C, 2C, true, 0, 0
1119, North, 3C, 3C, true, 0, 0
1120, North, 4C, 4C, true, 0, 0
1121, North, 2C, 2C, true, 0, 0
1122, North, 3C, 3C, true, 0, 0
1123, North, 2C, 2C, true, 0, 0
1124, North, 2C, 2C, true, 0, 0
1125, North, 2C, 2C, true, 0, 0
1126, North, 4C, 4C, true, 0, 0
1127, North, QC, QC, true, 0, 0
1128, North, 2C, 2C, true, 0, 0
1129, North, 6C, 6C, true, 0, 0
1130, North, 4C, 4C, true, 0, 0
1131, North, 4C, 4C, true, 0, 0
1132, North, QC, QC, true, 0, 0
1133, North, 2C, 2C, true, 0, 0
1134, North, 3C, 3C, true, 0, 0
1135, North, 8C, 8C, true, 0, 0
1136, North, 3C, 3C, true, 0, 0
1137, North, 2C, 2C, true, 0, 0
1138, North, 3C, 3C, true, 0, 0
1139, North, 4C, 4C, true, 0, 0
1140, North, 4C, 4C, true, 0, 0
1141, North, 5C, 5C, true, 0, 0
1142, North, 6C, 6C, true, 0, 0
1143, North, 3C, 3C, true, 0, 0
1144, North, 5C, 5C, true, 0, 0
1145, North, JS, JS, true, 0, 0
1146, North, 4C, 4C, true, 0, 0
1147, North, 3C, 3C, true, 0, 0
1148, North, KC, KC, true, 0, 0
1149, North, 8C, 8C, true, 0, 0
1150, North, 4C, 4C, true, 0, 0
1151, North, 3C, 3C, true, 0, 0
1152, North, 4C, 4C, true, 0, 0
1153, North, 4C, 4C, true, 0, 0
1154, North, 7C, 7C, true, 0, 0
1155, North, 8C, 8C, true, 0, 0
1156, North, 9C, 9C, true, 0, 0
1157, North, 6C, 6C, true, 0, 0
1158, North, 3C, 3C, true, 0, 0
1159, North, 5S, 5S, true, 0, 0
1160, North, QC, QC, true, 0, 0
1161, North, 9C, 9C, true, 0, 0
1162, North, 10S, 10S, true, 0, 0
1163, North, 3C, 3C, true, 0, 0
1164, North, 4C, 4C, true, 0, 0
1165, North, 5C, 5C, true, 0, 0
1166, North, 2C, 2C, true, 0, 0
1167, North, 3C, 3C, true, 0, 0
1168, North, 4C, 4C, true, 0, 0
1169, North, 4C, 4C, true, 0, 0
1170, North, 2C, 2C, true, 0, 0
1171, North, 4C, 4C, true, 0, 0
1172, North, 2C, 2C, true, 0, 0
1173, North, 8S, 8S, true, 0, 0
1174, North, 3C, 3C, true, 0, 0
1175, North, 7C, 7C, true, 0, 0
1176, North, 6C, 6C, true, 0, 0
1177, North, 2C, 2C, true, 0, 0
1178, North, 2C, 2C, true, 0, 0
1179, North, 4C, 4C, true, 0, 0
1180, North, 2C, 2C, true, 0, 0
1181, North, 8C, 8C, true, 0, 0
1182, North, 3C, 3C, true, 0, 0
1183, North, 5C, 5C, true, 0, 0
1184, North, 2C, 2C, true, 0, 0
1185, North, 2C, 2C, true, 0, 0
1186, North, 5C, 5C, true, 0, 0
1187, North, 3C, 3C, true, 0, 0
1188, North, 6C, 6C, true, 0, 0
1189, North, 10C, 10C, true, 0, 0
1190, North, 4C, 4C, true, 0, 0
1191, North, 3C, 3C, true, 0, 0
1192, North, 6C, 6C, true, 0, 0
1193, North, 2C, 2C, true, 0, 0
1194, North, 7C, 7C, true, 0, 0
1195, North, 10S, 10S, true, 0, 0
1196, North, 3C, 3C, true, 0, 0
1197, North, 6C, 6C, true, 0, 0
1198, North, 7S, 7S, true, 0, 0
1199, North, 6C, 6C, true, 0, 0
1200, North, 4C, 4C, true, 0, 0
1201, North, 2C, 2C, true, 0, 0
1202, North, 2C, 2C, true, 0, 0
1203, North, 2C, 2C, true, 0, 0
1204, North, 6C, 6C, true, 0, 0
1205, North, 8C, 8C, true, 0, 0
1206, North, 5C, 5C, true, 0, 0
1207, North, 2C, 2C, true, 0, 0
1208, North, 4C, 4C, true, 0, 0
1209, North, 9C, 9C, true, 0, 0
1210, North, 7C, 7C, true, 0, 0
1211, North, 5C, 5C, true, 0, 0
1212, North, 7C, 7C, true, 0, 0
1213, North, 10C, 10C, true, 0, 0
1214, North, 2C, 2C, true, 0, 0
1215, North, 6C, 6C, true, 0, 0
1216, North, 2C, 2C, true, 0, 0
1217, North, 5C, 5C, true, 0, 0
1218, North, 2C, 2C, true, 0, 0
1219, North, 3C, 3C, true, 0, 0
1220, North, 3C, 3C, true, 0, 0
1221, North, 2C, 2C, true, 0, 0
1222, North, 3C, 3C, true, 0, 0
1223, North, 4C, 4C, true, 0, 0
1224, North, 5C, 5C, true, 0, 0
1225, North, 3C, 3C, true, 0, 0
1226, North, 2C, 2C, true, 0, 0
1227, North, 2C, 2C, true, 0, 0
1228, North, 6C, 6C, true, 0, 0
1229, North, 6C, 6C, true, 0, 0
1230, North, 5C, 5C, true, 0, 0
1231, North, QC, QC, true, 0, 0
1232, North, 2C, 2C, true, 0, 0
1233, North, 9S, 9S, true, 0, 0
1234, North, 6C, 6C, true, 0, 0
1235, North, 4C, 4C, true, 0, 0
1236, North, 2C, 2C, true, 0, 0
1237, North, 3C, 3C, true, 0, 0
1238, North, 4C, 4C, true, 0, 0
1239, North, 4C, 4C, true, 0, 0
1240, North, 5C, 5C, true, 0, 0
1241, North, 2C, 2C, true, 0, 0
1242, North, 2C, 2C, true, 0, 0
1243, North, 3C, 3C, true, 0, 0
1244, North, 2C, 2C, true, 0, 0
1245, North, 4C, 4C, true, 0, 0
1246, North, 2C, 2C, true, 0, 0
1247, North, 2C, 2C, true, 0, 0
1248, North, 3C, 3C, true, 0, 0
1249, North, 2C, 2C, true, 0, 0
1250, North, 6C, 6C, true, 0, 0
1251, North, JC, JC, true, 0, 0
1252, North, JC, JC, true, 0, 0
1253, North, 4C, 4C, true, 0, 0
1254, North, 8C, 8C, true, 0, 0
1255, North, 5C, 5C, true, 0, 0
1256, North, 5C, 5C, true, 0, 0
1257, North, 2C, 2C, true, 0, 0
1258, North, 2C, 2C, true, 0, 0
1259, North, 3C, 3C, true, 0, 0
1260, North, 2C, 2C, true, 0, 0
1261, North, 6C, 6C, true, 0, 0
1262, North, 3C, 3C, true, 0, 0
1263, North, 8C, 8C, true, 0, 0
1264, North, 3C, 3C, true, 0, 0
1265, North, 4C, 4C, true, 0, 0
1266, North, 6C, 6C, true, 0, 0
1267, North, 2C, 2C, true, 0, 0
1268, North, 3C, 3C, true, 0, 0
1269, North, 9C, 9C, true, 0, 0
1270, North, 2C, 2C, true, 0, 0
1271, North, 3C, 3C, true, 0, 0
1272, North, 2C, 2C, true, 0, 0
1273, North, 3C, 3C, true, 0, 0
1274, North, 4C, 4C, true, 0, 0
1275, North, 9C, 9C, true, 0, 0
1276, North, 4C, 4C, true, 0, 0
1277, North, 3C, 3C, true, 0, 0
1278, North, 3C, 3C, true, 0, 0
1279, North, 4C, 4C, true, 0, 0
1280, North, 2C, 2C, true, 0, 0
1281, North, 8C, 8C, true, 0, 0
1282, North, 4C, 4C, true, 0, 0
1283, North, 2C, 2C, true, 0, 0
1284, North, 2C, 2C, true, 0, 0
1285, North, 5C, 5C, true, 0, 0
1286, North, 3C, 3C, true, 0, 0
1287, North, 2C, 2C, true, 0, 0
1288, North, 5C, 5C, true, 0, 0
1289, North, 2C, 2C, true, 0, 0
1290, North, 4C, 4C, true, 0, 0
1291, North, QC, QC, true, 0, 0
1292, North, 6C, 6C, true, 0, 0
1293, North, 2C, 2C, true, 0, 0
1294, North, 4C, 4C, true, 0, 0
1295, North, 8C, 8C, true, 0, 0
1296, North, 3C, 3C, true, 0, 0
1297, North, 5C, 5C, true, 0, 0
1298, North, 7C, 7C, true, 0, 0
1299, North, 2C, 2C, true, 0, 0
1300, North, 9C, 9C, true, 0, 0
1301, North, 5C, 5C, true, 0, 0
1302, North, 6C, 6C, true, 0, 0
1303, North, 2C, 2C, true, 0, 0
1304, North, 5C, 5C, true, 0, 0
1305, North, 2C, 2C, true, 0, 0
1306, North, 2C, 2C, true, 0, 0
1307, North, 3C, 3C, true, 0, 0
1308, North, 2C, 2C, true, 0, 0
1309, North, 4C, 4C, true, 0, 0
1310, North, 3C, 3C, true, 0, 0
1311, North, 3C, 3C, true, 0, 0
1312, North, 3C, 3C, true, 0, 0
1313, North, 3C, 3C, true, 0, 0
1314, North, 3C, 3C, true, 0, 0
1315, North, 2C, 2C, true, 0, 0
1316, North, 9C, 9C, true, 0, 0
1317, North, 3C, 3C, true, 0, 0
1318, North, AC, AC, true, 0, 0
1319, North, 10C, 10C, true, 0, 0
1320, North, 3C, 3C, true, 0, 0
1321, North, 2C, 2C, true, 0, 0
1322, North, 4C, 4C, true, 0, 0
1323, North, 4C, 4C, true, 0, 0
1324, North, 7C, 7C, true, 0, 0
1325, North, 4C, 4C, true, 0, 0
1326, North, 8C, 8C, true, 0, 0
1327, North, 2C, 2C, true, 0, 0
1328, North, 6C, 6C, true, 0, 0
1329, North, 6C, 6C, true, 0, 0
1330, North, 3C, 3C, true, 0, 0
1331, North, 4C, 4C, true, 0, 0
1332, North, 2C, 2C, true, 0, 0
1333, North, 2C, 2C, true, 0, 0
1334, North, 3C, 3C, true, 0, 0
1335, North, 4C, 4C, true, 0, 0
1336, North, QC, QC, true, 0, 0
1337, North, 2C, 2C, true, 0, 0
1338, North, 2C, 2C, true, 0, 0
1339, North, 6C, 6C, true, 0, 0
1340, North, 2C, 2C, true, 0, 0
1341, North, 5C, 5C, true, 0, 0
1342, North, 2C, 2C, true, 0, 0
1343, North, 4C, 4C, true, 0, 0
1344, North, 4C, 4C, true, 0, 0
1345, North, 2C, 2C, true, 0, 0
1346, North, 2C, 2C, true, 0, 0
1347, North, 4C, 4C, true, 0, 0
1348, North, 4C, 4C, true, 0, 0
1349, North, 3C, 3C, true, 0, 0
1350, North, 3C, 3C, true, 0, 0
1351, North, 8C, 8C, true, 0, 0
1352, North, 4C, 4C, true, 0, 0
1353, North, 4C, 4C, true, 0, 0
1354, North, 5C, 5C, true, 0, 0
1355, North, 2C, 2C, true, 0, 0
1356, North, 3C, 3C, true, 0, 0
1357, North, 4C, 4C, true, 0, 0
1358, North, 7C, 7C, true, 0, 0
1359, North, 6C, 6C, true, 0, 0
1360, North, 3C, 3C, true, 0, 0
1361, North, 7C, 7C, true, 0, 0
1362, North, 2C, 2C, true, 0, 0
1363, North, 2C, 2C, true, 0, 0
1364, North, 7C, 7C, true, 0, 0
1365, North, 7C, 7C, true, 0, 0
1366, North, 2C, 2C, true, 0, 0
1367, North, 4C, 4C, true, 0, 0
1368, North, 2C, 2C, true, 0, 0
1369, North, 4C, 4C, true, 0, 0
1370, North, 4C, 4C, true, 0, 0
1371, North, 2C, 2C, true, 0, 0
1372, North, 3C, 3C, true, 0, 0
1373, North, 6S, 6S, true, 0, 0
1374, North, 6C, 6C, true, 0, 0
1375, North, 3C, 3C, true, 0, 0
1376, North, 2C, 2C, true, 0, 0
1377, North, 3C, 3C, true, 0, 0
1378, North, 5C, 5C, true, 0, 0
1379, North, KC, KC, true, 0, 0
1380, North, 3C, 3C, true, 0, 0
1381, North, 4C, 4C, true, 0, 0
1382, North, 6C, 6C, true, 0, 0
1383, North, 2C, 2C, true, 0, 0
1384, North, 3C, 3C, true, 0, 0
1385, North, 8C, 8C, true, 0, 0
1386, North, 4C, 4C, true, 0, 0
1387, North, 5C, 5C, true, 0, 0
1388, North, 2C, 2C, true, 0, 0
1389, North, 4C, 4C, true, 0, 0
1390, North, 6C, 6C, true, 0, 0
1391, North, 9C, 9C, true, 0, 0
1392, North, 6C, 6C, true, 0, 0
1393, North, JC, JC, true, 0, 0
1394, North, 5C, 5C, true, 0, 0
1395, North, 2C, 2C, true, 0, 0
1396, North, 5C, 5C, true, 0, 0
1397, North, 4C, 4C, true, 0, 0
1398, North, 3C, 3C, true, 0, 0
1399, North, 10C, 10C, true, 0, 0
1400, North, 3C, 3C, true, 0, 0
1401, North, 3C, 3C, true, 0, 0
1402, North, 3C, 3C, true, 0, 0
1403, North, 5C, 5C, true, 0, 0
1404, North, 5C, 5C, true, 0, 0
1405, North, 4S, 4S, true, 0, 0
1406, North, 2C, 2C, true, 0, 0
1407, North, 3C, 3C, true, 0, 0
1408, North, 3C, 3C, true, 0, 0
1409, North, KC, KC, true, 0, 0
1410, North, 2C, 2C, true, 0, 0
1411, North, 7C, 7C, true, 0, 0
1412, North, 5C, 5C, true, 0, 0
1413, North, 2C, 2C, true, 0, 0
1414, North, 2C, 2C, true, 0, 0
1415, North, QC, QC, true, 0, 0
1416, North, 4C, 4C, true, 0, 0
1417, North, 4C, 4C, true, 0, 0
1418, North, 2C, 2C, true, 0, 0
1419, North, 3C, 3C, true, 0, 0
1420, North, 3C, 3C, true, 0, 0
1421, North, 2C, 2C, true, 0, 0
1422, North, 2C, 2C, true, 0, 0
1423, North, JC, JC, true, 0, 0
1424, North, 2C, 2C, true, 0, 0
1425, North, 7C, 7C, true, 0, 0
1426, North, 2C, 2C, true, 0, 0
1427, North, 4C, 4C, true, 0, 0
1428, North, 2C, 2C, true, 0, 0
1429, North, 3C, 3C, true, 0, 0
1430, North, 9S, 9S, true, 0, 0
1431, North, QC, QC, true, 0, 0
1432, North, 2C, 2C, true, 0, 0
1433, North, 4C, 4C, true, 0, 0
1434, North, 5C, 5C, true, 0, 0
1435, North, 5C, 5C, true, 0, 0
1436, North, 3C, 3C, true, 0, 0
1437, North, 4C, 4C, true, 0, 0
1438, North, 3C, 3C, true, 0, 0
1439, North, 3C, 3C, true, 0, 0
1440, North, 3C, 3C, true, 0, 0
1441, North, 4C, 4C, true, 0, 0
1442, North, 3C, 3C, true, 0, 0
1443, North, 8C, 8C, true, 0, 0
1444, North, 2C, 2C, true, 0, 0
1445, North, 2C, 2C, true, 0, 0
1446, North, 7C, 7C, true, 0, 0
1447, North, 3C, 3C, true, 0, 0
1448, North, 6C, 6C, true, 0, 0
1449, North, 4C, 4C, true, 0, 0
1450, North, 3C, 3C, true, 0, 0
1451, North, 2C, 2C, true, 0, 0
1452, North, 3C, 3C, true, 0, 0
1453, North, 9C, 9C, true, 0, 0
1454, North, 5C, 5C, true, 0, 0
1455, North, 2C, 2C, true, 0, 0
1456, North, 2C, 2C, true, 0, 0
1457, North, 5C, 5C, true, 0, 0
1458, North, 2C, 2C, true, 0, 0
1459, North, 2C, 2C, true, 0, 0
1460, North, 2C, 2C, true, 0, 0
1461, North, 3C, 3C, true, 0, 0
1462, North, QC, QC, true, 0, 0
1463, North, 5C, 5C, true, 0, 0
1464, North, 3C, 3C, true, 0, 0
1465, North, 2C, 2C, true, 0, 0
1466, North, 6C, 6C, true, 0, 0
1467, North, 3C, 3C, true, 0, 0
1468, North, 5C, 5C, true, 0, 0
1469, North, 4C, 4C, true, 0, 0
1470, North, 10C, 10C, true, 0, 0
1471, North, 5C, 5C, true, 0, 0
1472, North, 2C, 2C, true, 0, 0
1473, North, 4C, 4C, true, 0, 0
1474, North, 10C, 10C, true, 0, 0
1475, North, 4C, 4C, true, 0, 0
1476, North, 2C, 2C, true, 0, 0
1477, North, 2C, 2C, true, 0, 0
1478, North, 6C, 6C, true, 0, 0
1479, North, 5C, 5C, true, 0, 0
1480, North, 6C, 6C, true, 0, 0
1481, North, 3C, 3C, true, 0, 0
1482, North, 2C, 2C, true, 0, 0
1483, North, JC, JC, true, 0, 0
1484, North, 2C, 2C, true, 0, 0
1485, North, 4C, 4C, true, 0, 0
1486, North, 2C, 2C, true, 0, 0
1487, North, 3C, 3C, true, 0, 0
1488, North, 9C, 9C, true, 0, 0
1489, North, 4C, 4C, true, 0, 0
1490, North, 4C, 4C, true, 0, 0
1491, North, 4C, 4C, true, 0, 0
1492, North, 2C, 2C, true, 0, 0
1493, North, 2C, 2C, true, 0, 0
1494, North, 2C, 2C, true, 0, 0
1495, North, 4C, 4C, true, 0, 0
1496, North, 2C, 2C, true, 0, 0
1497, North, 2C, 2C, true, 0, 0
1498, North, 3C, 3C, true, 0, 0
1499, North, 5C, 5C, true, 0, 0
