seed,seat,normal_top,hard_top,agree,hard_scanned,hard_elapsed_ms
1274, East, 3C, 3C, true, 0, 0
1275, East, 2C, 2C, true, 0, 0
1276, East, 2C, 2C, true, 0, 0
1277, East, 4C, 4C, true, 0, 0
1278, East, 2C, 2C, true, 0, 0
1279, East, 3C, 3C, true, 0, 0
1280, East, JC, JC, true, 0, 0
1281, East, 5C, 5C, true, 0, 0
1282, East, 3C, 3C, true, 0, 0
1283, East, 6C, 6C, true, 0, 0
1284, East, 4C, 4C, true, 0, 0
1285, East, 3C, 3C, true, 0, 0
1286, East, AC, AC, true, 0, 0
1287, East, 9C, 9C, true, 0, 0
1288, East, 7C, 7C, true, 0, 0
1289, East, 5C, 5C, true, 0, 0
1290, East, 2C, 2C, true, 0, 0
1291, East, 6C, 6C, true, 0, 0
1292, East, 5C, 5C, true, 0, 0
1293, East, 3C, 3C, true, 0, 0
1294, East, 7C, 7C, true, 0, 0
1295, East, 2C, 2C, true, 0, 0
1296, East, 4C, 4C, true, 0, 0
1297, East, 2C, 2C, true, 0, 0
1298, East, 5C, 5C, true, 0, 0
1299, East, 9C, 9C, true, 0, 0
1300, East, 2C, 2C, true, 0, 0
1301, East, 4C, 4C, true, 0, 0
1302, East, 5C, 5C, true, 0, 0
1303, East, QC, QC, true, 0, 0
1304, East, 3C, 3C, true, 0, 0
1305, East, 5C, 5C, true, 0, 0
1306, East, 4C, 4C, true, 0, 0
1307, East, 4C, 4C, true, 0, 0
1308, East, 7C, 7C, true, 0, 0
1309, East, 3C, 3C, true, 0, 0
1310, East, 5C, 5C, true, 0, 0
1311, East, 8C, 8C, true, 0, 0
1312, East, 4C, 4C, true, 0, 0
1313, East, 4C, 4C, true, 0, 0
1314, East, 6C, 6C, true, 0, 0
1315, East, JC, JC, true, 0, 0
1316, East, 2C, 2C, true, 0, 0
1317, East, 4C, 4C, true, 0, 0
1318, East, 9C, 9C, true, 0, 0
1319, East, 3C, 3C, true, 0, 0
1320, East, 2C, 2C, true, 0, 0
1321, East, 4C, 4C, true, 0, 0
1322, East, 2C, 2C, true, 0, 0
