seed,seat,normal_top,hard_top,agree,hard_scanned,hard_elapsed_ms
2108, East, JC, JC, true, 1, 0
2109, East, 5C, 5C, true, 2, 0
2110, East, 5C, 5C, true, 3, 0
2111, East, QC, QC, true, 2, 0
2112, East, 3C, 3C, true, 3, 0
2113, East, 5C, 5C, true, 5, 1
2114, East, 6C, 6C, true, 2, 0
2115, East, 2C, 2C, true, 1, 0
2116, East, 4C, 4C, true, 6, 1
2117, East, JC, JC, true, 1, 0
2118, East, 4C, 4C, true, 4, 0
2119, East, 3C, 3C, true, 4, 0
2120, East, 5C, 5C, true, 3, 1
2121, East, 2C, 2C, true, 1, 0
2122, East, 7C, 7C, true, 2, 0
2123, East, 9C, 9C, true, 1, 0
2124, East, 5C, 5C, true, 5, 1
2125, East, 3C, 3C, true, 4, 0
2126, East, 5C, 5C, true, 6, 0
2127, East, 3C, 3C, true, 3, 0
2128, East, KC, KC, true, 1, 0
2129, East, 2C, 2C, true, 1, 0
2130, East, 7C, 7C, true, 3, 0
2131, East, 2C, 2C, true, 1, 0
2132, East, 3C, 3C, true, 4, 0
2133, East, 5C, 5C, true, 4, 1
2134, East, 3C, 3C, true, 3, 0
2135, East, 3C, 3C, true, 4, 0
2136, East, 5C, 5C, true, 3, 0
2137, East, 7C, 7C, true, 1, 0
2138, East, 8C, 8C, true, 3, 0
2139, East, 6C, 6C, true, 3, 0
2140, East, 3C, 3C, true, 6, 1
2141, East, 3C, 3C, true, 3, 0
2142, East, 2C, 2C, true, 1, 0
2143, East, 5C, 5C, true, 4, 0
2144, East, 3C, 3C, true, 2, 0
2145, East, 4C, 4C, true, 5, 0
2146, East, 2C, 2C, true, 1, 0
2147, East, JC, JC, true, 3, 0
2148, East, JC, JC, true, 1, 0
2149, East, 3C, 3C, true, 6, 1
2150, East, 2C, 2C, true, 1, 0
2151, East, 4C, 4C, true, 2, 0
2152, East, 7C, 7C, true, 2, 0
2153, East, 2C, 2C, true, 1, 0
2154, East, 3C, 3C, true, 2, 0
2155, East, 6C, 6C, true, 5, 1
2156, East, 2C, 2C, true, 1, 0
2157, East, 2C, 2C, true, 1, 0
2158, East, 2C, 2C, true, 1, 0
2159, East, 8C, 8C, true, 3, 0
2160, East, 6C, 6C, true, 4, 1
2161, East, 2C, 2C, true, 1, 0
2162, East, 10C, 10C, true, 2, 0
2163, East, 3C, 3C, true, 5, 1
2164, East, 3C, 3C, true, 3, 0
2165, East, 3C, 3C, true, 4, 0
2166, East, 5C, 5C, true, 2, 0
2167, East, 5C, 5C, true, 2, 0
2168, East, 7C, 7C, true, 3, 0
2169, East, 2C, 2C, true, 1, 0
2170, East, 4C, 4C, true, 4, 0
2171, East, 3C, 3C, true, 4, 0
2172, East, 3C, 3C, true, 4, 0
2173, East, 2C, 2C, true, 1, 0
2174, East, 2C, 2C, true, 1, 0
2175, East, JC, JC, true, 2, 0
2176, East, 8C, 8C, true, 2, 0
2177, East, 7C, 7C, true, 2, 0
2178, East, 5C, 5C, true, 3, 0
2179, East, 5C, 5C, true, 5, 0
2180, East, 3C, 3C, true, 2, 0
2181, East, JC, JC, true, 1, 0
2182, East, 4C, 4C, true, 4, 0
2183, East, 7C, 7C, true, 2, 0
2184, East, 4C, 4C, true, 3, 0
2185, East, 8C, 8C, true, 3, 0
2186, East, 5C, 5C, true, 4, 0
2187, East, 7C, 7C, true, 4, 0
2188, East, 7C, 7C, true, 4, 0
2189, East, 2C, 2C, true, 1, 0
2190, East, 2C, 2C, true, 1, 0
2191, East, 3C, 3C, true, 3, 0
2192, East, 7C, 7C, true, 3, 0
2193, East, 5C, 5C, true, 2, 0
2194, East, 2C, 2C, true, 1, 0
2195, East, 8C, 8C, true, 1, 0
2196, East, 3C, 3C, true, 2, 0
2197, East, 5C, 5C, true, 2, 0
2198, East, 4C, 4C, true, 2, 0
2199, East, 5C, 5C, true, 2, 0
2200, East, 3C, 3C, true, 3, 0
2201, East, 2C, 2C, true, 1, 0
2202, East, 5C, 5C, true, 2, 0
2203, East, 9C, 9C, true, 2, 0
2204, East, 2C, 2C, true, 1, 0
2205, East, 4C, 4C, true, 3, 0
2206, East, 2C, 2C, true, 1, 0
2207, East, 3C, 3C, true, 3, 0
2208, East, 7C, 7C, true, 2, 0
2209, East, 4C, 4C, true, 2, 0
2210, East, JC, JC, true, 2, 0
2211, East, 3C, 3C, true, 3, 0
2212, East, 5C, 5C, true, 6, 1
2213, East, 4C, 4C, true, 4, 0
2214, East, 6C, 6C, true, 3, 0
2215, East, 10C, 10C, true, 2, 1
2216, East, 2C, 2C, true, 1, 0
2217, East, 2C, 2C, true, 1, 0
2218, East, 6C, 9C, false, 4, 1
2219, East, 3C, 3C, true, 5, 1
2220, East, 2C, 2C, true, 1, 0
2221, East, 4C, 4C, true, 6, 1
2222, East, 2C, 2C, true, 1, 0
2223, East, 4C, 4C, true, 3, 0
2224, East, 4C, 4C, true, 2, 0
2225, East, 2C, 2C, true, 1, 0
2226, East, 7C, 7C, true, 2, 0
2227, East, 2C, 2C, true, 1, 0
2228, East, 6C, 6C, true, 4, 1
2229, East, 7C, 7C, true, 3, 0
2230, East, 4S, 4S, true, 5, 0
2231, East, 2C, 2C, true, 1, 0
2232, East, 2C, 2C, true, 1, 0
2233, East, 4C, 4C, true, 2, 0
2234, East, 5C, 5C, true, 3, 0
2235, East, 5C, 5C, true, 3, 0
2236, East, 10S, JD, false, 6, 0
2237, East, 3C, 3C, true, 3, 0
2238, East, 2C, 2C, true, 1, 0
2239, East, 4C, 4C, true, 4, 1
2240, East, 6C, 6C, true, 2, 0
2241, East, 2C, 2C, true, 1, 0
2242, East, 10C, 10C, true, 1, 0
2243, East, 2C, 2C, true, 1, 0
2244, East, 3C, 3C, true, 3, 0
2245, East, 6C, 6C, true, 2, 0
2246, East, 7C, 7C, true, 3, 0
2247, East, 4C, 4C, true, 3, 0
2248, East, 2C, 2C, true, 1, 0
2249, East, 3C, 3C, true, 2, 0
2250, East, 6C, 6C, true, 3, 1
2251, East, 7C, 7C, true, 4, 1
2252, East, 2C, 2C, true, 1, 0
2253, East, 8C, 8C, true, 2, 0
2254, East, 2C, 2C, true, 1, 0
2255, East, 3C, 3C, true, 4, 0
2256, East, 3C, 3C, true, 6, 0
2257, East, 3C, 3C, true, 5, 0
2258, East, 6C, 6C, true, 5, 1
2259, East, 4C, 4C, true, 3, 0
2260, East, 10C, 10C, true, 2, 0
2261, East, KC, KC, true, 2, 0
2262, East, 2C, 2C, true, 1, 0
2263, East, 7C, 7C, true, 3, 0
2264, East, 3C, 3C, true, 4, 0
2265, East, 8C, 8C, true, 3, 0
2266, East, 4C, 4C, true, 3, 0
2267, East, 7C, 7C, true, 2, 0
2268, East, 4C, 4C, true, 4, 0
2269, East, 3C, 3C, true, 4, 0
2270, East, 6C, 6C, true, 2, 1
2271, East, 5C, 5C, true, 2, 0
2272, East, KC, KC, true, 1, 0
2273, East, 2C, 2C, true, 1, 0
2274, East, 8C, 8C, true, 1, 0
2275, East, 3C, 3C, true, 2, 0
2276, East, 10C, 10C, true, 2, 0
2277, East, 5C, 5C, true, 2, 0
2278, East, 4C, 4C, true, 2, 0
2279, East, 3C, 3C, true, 5, 1
2280, East, 2C, 2C, true, 1, 0
2281, East, 3C, 3C, true, 5, 0
2282, East, 2C, 2C, true, 1, 0
2283, East, 4C, 4C, true, 5, 0
2284, East, 3C, 3C, true, 6, 1
2285, East, 2C, 2C, true, 1, 0
2286, East, 3C, 3C, true, 4, 0
2287, East, 2C, 2C, true, 1, 0
2288, East, 4C, 4C, true, 4, 0
2289, East, 2C, 2C, true, 1, 0
2290, East, 2C, 2C, true, 1, 0
2291, East, 2C, 2C, true, 1, 0
2292, East, 4C, 4C, true, 3, 0
2293, East, 2C, 2C, true, 1, 0
2294, East, 3C, 3C, true, 5, 0
2295, East, 5C, 5C, true, 4, 0
2296, East, 4C, 4C, true, 3, 0
2297, East, 3C, 3C, true, 4, 0
2298, East, 2C, 2C, true, 1, 0
2299, East, 8C, 8C, true, 1, 0
2300, East, 2C, 2C, true, 1, 0
2301, East, 2C, 2C, true, 1, 0
2302, East, 3C, 3C, true, 3, 0
2303, East, 2C, 2C, true, 1, 0
2304, East, 2C, 2C, true, 1, 0
2305, East, 7C, 7C, true, 4, 1
2306, East, 6C, 6C, true, 4, 2
2307, East, 10C, 10C, true, 1, 0
2308, East, 4C, 4C, true, 2, 0
2309, East, 7C, 7C, true, 4, 0
2310, East, 2C, 2C, true, 1, 0
2311, East, 3C, 3C, true, 4, 0
2312, East, 3C, 3C, true, 2, 0
2313, East, KC, KC, true, 1, 0
2314, East, 2C, 2C, true, 1, 0
2315, East, KC, KC, true, 1, 0
2316, East, 4C, 4C, true, 4, 0
2317, East, 2C, 2C, true, 1, 0
2318, East, 3C, 3C, true, 5, 0
2319, East, 2C, 2C, true, 1, 0
2320, East, 2C, 2C, true, 1, 0
2321, East, 2C, 2C, true, 1, 0
2322, East, 4C, 4C, true, 3, 0
2323, East, 3C, 3C, true, 3, 0
2324, East, 8C, 8C, true, 2, 0
2325, East, 4C, 4C, true, 3, 0
2326, East, 7C, 7C, true, 1, 0
2327, East, 2C, 2C, true, 1, 0
2328, East, 10C, 10C, true, 3, 1
2329, East, 6C, 6C, true, 5, 1
2330, East, 4C, 4C, true, 3, 0
2331, East, 6C, 6C, true, 3, 0
2332, East, JC, JC, true, 1, 0
2333, East, 2C, 2C, true, 1, 0
2334, East, 5C, 5C, true, 2, 0
2335, East, 7C, 7C, true, 2, 0
2336, East, 5C, 5C, true, 3, 0
2337, East, 2C, 2C, true, 1, 0
2338, East, 2C, 2C, true, 1, 0
2339, East, 6C, 6C, true, 3, 0
2340, East, 7C, 7C, true, 2, 0
2341, East, 3C, 3C, true, 6, 0
2342, East, 4C, 4C, true, 3, 0
2343, East, 4C, 4C, true, 2, 0
2344, East, 3C, 3C, true, 5, 1
2345, East, 2C, 2C, true, 1, 0
2346, East, 6C, 6C, true, 4, 0
2347, East, 2C, 2C, true, 1, 0
2348, East, 5C, 5C, true, 5, 1
2349, East, 5C, 5C, true, 4, 1
2350, East, 2C, 2C, true, 1, 0
2351, East, 2C, 2C, true, 1, 0
2352, East, 3C, 3C, true, 3, 0
2353, East, 4C, 4C, true, 4, 0
2354, East, 3C, 3C, true, 2, 0
2355, East, 7C, 7C, true, 1, 0
2356, East, 2C, 2C, true, 1, 0
2357, East, 4C, 4C, true, 3, 0
2358, East, 3C, 3C, true, 3, 0
2359, East, 5C, 5C, true, 2, 0
2360, East, 5C, 5C, true, 3, 0
2361, East, 4C, 4C, true, 4, 0
2362, East, 2C, 2C, true, 1, 0
2363, East, 9C, 9C, true, 1, 0
2364, East, 6C, 6C, true, 3, 0
2365, East, QC, QC, true, 2, 0
2366, East, 3C, 3C, true, 2, 0
2367, East, 3C, 3C, true, 3, 0
2368, East, 5C, 5C, true, 2, 0
2369, East, QC, QC, true, 1, 0
2370, East, 7C, 7C, true, 1, 0
2371, East, 2C, 2C, true, 1, 0
2372, East, 9C, 9C, true, 2, 0
2373, East, 3C, 3C, true, 5, 0
2374, East, 2C, 2C, true, 1, 0
2375, East, 7C, 7C, true, 2, 0
2376, East, 4C, 4C, true, 2, 0
2377, East, 3C, 3C, true, 2, 0
2378, East, 10C, 10C, true, 1, 0
2379, East, 5C, 5C, true, 3, 0
2380, East, 3C, 3C, true, 2, 0
2381, East, 7C, 7C, true, 3, 1
2382, East, 4C, 4C, true, 4, 0
2383, East, 2C, 2C, true, 1, 0
2384, East, JC, JC, true, 2, 0
2385, East, 2C, 2C, true, 1, 0
2386, East, 9C, 9C, true, 2, 0
2387, East, 7C, 7C, true, 3, 0
2388, East, 2C, 2C, true, 1, 0
2389, East, 4C, 4C, true, 4, 0
2390, East, 4C, 4C, true, 4, 0
2391, East, 4C, 4C, true, 4, 0
2392, East, 6C, 6C, true, 6, 2
2393, East, 3C, 3C, true, 5, 1
2394, East, 2C, 2C, true, 1, 0
2395, East, 3C, 3C, true, 3, 0
2396, East, 2C, 2C, true, 1, 0
2397, East, 3C, 3C, true, 3, 0
2398, East, JC, JC, true, 2, 0
2399, East, 3C, 3C, true, 6, 2
2400, East, 7C, 7C, true, 1, 0
2401, East, 2C, 2C, true, 1, 0
2402, East, 2C, 2C, true, 1, 0
2403, East, 2C, 2C, true, 1, 0
2404, East, 6C, 6C, true, 2, 1
2405, East, 5C, 5C, true, 5, 1
2406, East, AC, AC, true, 1, 0
2407, East, 2C, 2C, true, 1, 0
2408, East, 6C, 6C, true, 1, 0
2409, East, 5C, 5C, true, 3, 1
2410, East, 3C, 3C, true, 3, 0
2411, East, 5C, 5C, true, 3, 0
2412, East, 3C, 3C, true, 5, 0
2413, East, 4C, 4C, true, 2, 0
2414, East, 9S, 5S, false, 6, 0
2415, East, QC, QC, true, 1, 0
2416, East, 9C, 9C, true, 4, 1
2417, East, 2C, 2C, true, 1, 0
2418, East, 7C, 7C, true, 4, 1
2419, East, 5C, 5C, true, 3, 0
2420, East, 5C, 5C, true, 6, 0
2421, East, 5C, 5C, true, 3, 0
2422, East, 5C, 5C, true, 4, 1
2423, East, 4C, 4C, true, 3, 0
2424, East, 9C, 9C, true, 1, 0
2425, East, 3C, 3C, true, 3, 0
2426, East, 3C, 3C, true, 6, 1
2427, East, 3C, 3C, true, 3, 0
2428, East, 2C, 2C, true, 1, 0
2429, East, 3C, 3C, true, 3, 0
2430, East, 4C, 4C, true, 5, 0
2431, East, 9C, 9C, true, 2, 0
2432, East, 5C, 5C, true, 5, 0
2433, East, 3C, 3C, true, 3, 0
2434, East, 4C, 4C, true, 4, 0
2435, East, QC, QC, true, 2, 0
2436, East, 5C, 5C, true, 2, 0
2437, East, 3C, 3C, true, 3, 0
2438, East, 9C, 9C, true, 1, 0
2439, East, 3C, 3C, true, 2, 0
2440, East, 2C, 2C, true, 1, 0
2441, East, 5C, 5C, true, 3, 0
2442, East, 2C, 2C, true, 1, 0
2443, East, 7S, 2S, false, 6, 0
2444, East, 3C, 3C, true, 4, 0
2445, East, 3C, 3C, true, 4, 1
2446, East, 6C, 6C, true, 1, 0
2447, East, 7C, 7C, true, 1, 0
2448, East, 10C, 10C, true, 2, 0
2449, East, 2C, 2C, true, 1, 0
2450, East, 3C, 3C, true, 2, 0
2451, East, 2C, 2C, true, 1, 0
2452, East, 3C, 3C, true, 2, 0
2453, East, 2C, 2C, true, 1, 0
2454, East, JC, JC, true, 2, 0
2455, East, 2C, 2C, true, 1, 0
2456, East, 3C, 3C, true, 3, 0
2457, East, 4C, 4C, true, 4, 0
2458, East, 2C, 2C, true, 1, 0
2459, East, 3C, 3C, true, 2, 0
2460, East, 7C, 7C, true, 4, 1
2461, East, 3C, 3C, true, 3, 0
2462, East, 4C, 4C, true, 3, 0
2463, East, 10C, 10C, true, 2, 0
2464, East, 2C, 2C, true, 1, 0
2465, East, 7C, 7C, true, 2, 0
2466, East, KC, KC, true, 2, 0
2467, East, AC, AC, true, 1, 0
2468, East, 6C, 6C, true, 1, 0
2469, East, 10C, 10C, true, 1, 0
2470, East, 2C, 2C, true, 1, 0
2471, East, 6C, 6C, true, 2, 0
2472, East, 9C, 9C, true, 2, 0
2473, East, 2C, 2C, true, 1, 0
2474, East, 2C, 2C, true, 1, 0
2475, East, 3C, 3C, true, 3, 0
2476, East, 4C, 4C, true, 4, 0
2477, East, 3C, 3C, true, 4, 0
2478, East, 2C, 2C, true, 1, 0
2479, East, KC, KC, true, 2, 0
2480, East, 6C, 6C, true, 2, 0
2481, East, 2C, 2C, true, 1, 0
2482, East, 3C, 3C, true, 3, 0
2483, East, 4C, 4C, true, 3, 0
2484, East, 5C, 5C, true, 2, 0
2485, East, 4C, 4C, true, 3, 0
2486, East, 2C, 2C, true, 1, 0
2487, East, 5C, 5C, true, 3, 0
2488, East, 3C, 3C, true, 2, 0
2489, East, 7C, 7C, true, 3, 0
2490, East, 5C, 5C, true, 1, 0
2491, East, 3C, 3C, true, 1, 0
2492, East, QC, QC, true, 3, 0
2493, East, 3C, 3C, true, 4, 0
2494, East, 6C, 6C, true, 3, 0
2495, East, 4C, 4C, true, 6, 0
2496, East, 4C, 4C, true, 4, 0
2497, East, 4C, 4C, true, 5, 0
2498, East, 4C, 4C, true, 1, 0
2499, East, 2C, 2C, true, 1, 0
